token,key,train_document_frequency,test_document_frequency
gene=OSBP2|family=substitution:missense,family,45,41
gene=OSBP2|subfamily=missense,subfamily,45,41
gene=PAX3|family=substitution:missense,family,45,39
gene=PAX3|subfamily=missense,subfamily,45,39
gene=PAX4|family=substitution:missense,family,45,38
gene=PAX4|subfamily=missense,subfamily,45,38
gene=PKLR|family=substitution:missense,family,45,19
gene=PKLR|subfamily=missense,subfamily,45,19
gene=PLEC|aa_transition=L>L,aa_transition,45,12
gene=PLG|family=substitution:no_change,family,45,23
gene=PLG|subfamily=no_change,subfamily,45,23
gene=PLK4|family=substitution:missense,family,45,29
gene=PLK4|subfamily=missense,subfamily,45,29
gene=PLVAP|family=substitution:missense,family,45,26
gene=PLVAP|subfamily=missense,subfamily,45,26
gene=PRPF4B|family=substitution:missense,family,45,41
gene=PRPF4B|subfamily=missense,subfamily,45,41
gene=PRSS36|family=substitution:missense,family,45,33
gene=PRSS36|subfamily=missense,subfamily,45,33
gene=RBBP8|family=substitution:missense,family,45,24
gene=RBBP8|subfamily=missense,subfamily,45,24
gene=RYR2|aa_transition=E>K,aa_transition,45,15
gene=SLC2A3|family=substitution:missense,family,45,36
gene=SLC2A3|subfamily=missense,subfamily,45,36
gene=SLC6A9|family=substitution:missense,family,45,35
gene=SLC6A9|subfamily=missense,subfamily,45,35
gene=SLC7A2|family=substitution:missense,family,45,31
gene=SLC7A2|subfamily=missense,subfamily,45,31
gene=SMARCC1|family=substitution:missense,family,45,37
gene=SMARCC1|subfamily=missense,subfamily,45,37
gene=TRAT1|family=substitution:missense,family,45,13
gene=TRAT1|subfamily=missense,subfamily,45,13
gene=XPOT|family=substitution:missense,family,45,35
gene=XPOT|subfamily=missense,subfamily,45,35
gene=LDB3|family=substitution:missense,family,43,45
gene=LDB3|subfamily=missense,subfamily,43,45
gene=GFPT2|family=substitution:missense,family,42,45
gene=GFPT2|subfamily=missense,subfamily,42,45
gene=SMAD3|family=substitution:missense,family,39,45
gene=SMAD3|subfamily=missense,subfamily,39,45
gene=ADCY9|family=substitution:no_change,family,36,45
gene=ADCY9|subfamily=no_change,subfamily,36,45
gene=MAP4K2|family=substitution:missense,family,29,45
gene=MAP4K2|subfamily=missense,subfamily,29,45
gene=MMP9|family=substitution:no_change,family,27,45
gene=MMP9|subfamily=no_change,subfamily,27,45
gene=FBLN2|family=substitution:no_change,family,26,45
gene=FBLN2|subfamily=no_change,subfamily,26,45
gene=MAPT|family=substitution:no_change,family,26,45
gene=MAPT|subfamily=no_change,subfamily,26,45
gene=PALLD|family=substitution:no_change,family,26,45
gene=PALLD|subfamily=no_change,subfamily,26,45
gene=SKI|family=substitution:missense,family,26,45
gene=SKI|subfamily=missense,subfamily,26,45
gene=KMT2D|aa_transition=L>L,aa_transition,19,45
gene=SORBS2|position_bin=401-500,position_bin,16,45
gene=PDS5B|family=frameshift,family,15,45
gene=PDS5B|parse_status=partial,parse_status,15,45
gene=PDS5B|position_bin=1301-1400,position_bin,15,45
gene=PPP2R5B|family=substitution:no_change,family,15,45
gene=PPP2R5B|subfamily=no_change,subfamily,15,45
gene=LMAN1|position_bin=301-400,position_bin,12,45
gene=BAX|family=frameshift,family,11,45
gene=BAX|parse_status=partial,parse_status,11,45
gene=ATP1A1|position_bin=1-100,position_bin,10,45
gene=AHNAK|aa_transition=A>T,aa_transition,7,45
gene=PRDM2|family=frameshift,family,7,45
gene=PRDM2|parse_status=partial,parse_status,7,45
gene=CPEB2|family=substitution:no_change,family,6,45
gene=CPEB2|subfamily=no_change,subfamily,6,45
gene=CAMKK2|family=frameshift,family,3,45
gene=CAMKK2|parse_status=partial,parse_status,3,45
gene=CAMKK2|frameshift_grammar=ref_position_alt,frameshift_grammar,0,45
gene=CAMKK2|subfamily=ref_position_alt,subfamily,0,45
gene=CD209|aa_transition=Q>L,aa_transition,0,45
gene=MAGEE1|aa_transition=A>P,aa_transition,0,45
gene=PDS5B|frameshift_grammar=ref_position_alt,frameshift_grammar,0,45
gene=PDS5B|subfamily=ref_position_alt,subfamily,0,45
gene=ACLY|family=substitution:missense,family,44,40
gene=ACLY|subfamily=missense,subfamily,44,40
gene=AOX1|family=substitution:no_change,family,44,13
gene=AOX1|subfamily=no_change,subfamily,44,13
gene=ATF6|family=substitution:missense,family,44,33
gene=ATF6|subfamily=missense,subfamily,44,33
gene=AXIN1|family=substitution:missense,family,44,32
gene=AXIN1|subfamily=missense,subfamily,44,32
gene=BRCA2|family=substitution:no_change,family,44,31
gene=BRCA2|subfamily=no_change,subfamily,44,31
gene=F11|family=substitution:missense,family,44,23
gene=F11|subfamily=missense,subfamily,44,23
gene=HSP90AB1|family=substitution:missense,family,44,34
gene=HSP90AB1|subfamily=missense,subfamily,44,34
gene=HSPA4L|family=substitution:missense,family,44,31
gene=HSPA4L|subfamily=missense,subfamily,44,31
gene=IDH2|position_bin=101-200,position_bin,44,21
gene=IFT88|family=substitution:missense,family,44,36
gene=IFT88|subfamily=missense,subfamily,44,36
gene=IL1RL2|family=substitution:missense,family,44,34
gene=IL1RL2|subfamily=missense,subfamily,44,34
gene=ITGA6|family=substitution:missense,family,44,41
gene=ITGA6|subfamily=missense,subfamily,44,41
gene=ITGAM|family=substitution:no_change,family,44,18
gene=ITGAM|subfamily=no_change,subfamily,44,18
gene=ITSN1|family=substitution:no_change,family,44,31
gene=ITSN1|subfamily=no_change,subfamily,44,31
gene=JUP|family=substitution:missense,family,44,38
gene=JUP|subfamily=missense,subfamily,44,38
gene=KIF11|family=substitution:missense,family,44,28
gene=KIF11|subfamily=missense,subfamily,44,28
gene=KIF3B|family=substitution:missense,family,44,27
gene=KIF3B|subfamily=missense,subfamily,44,27
gene=KIFAP3|family=substitution:missense,family,44,25
gene=KIFAP3|subfamily=missense,subfamily,44,25
gene=KLHL24|family=substitution:missense,family,44,28
gene=KLHL24|subfamily=missense,subfamily,44,28
gene=KRT5|family=substitution:missense,family,44,43
gene=KRT5|subfamily=missense,subfamily,44,43
gene=LHX9|family=substitution:missense,family,44,21
gene=LHX9|subfamily=missense,subfamily,44,21
gene=LRRC15|family=substitution:missense,family,44,31
gene=LRRC15|subfamily=missense,subfamily,44,31
gene=LTBP2|family=substitution:no_change,family,44,44
gene=LTBP2|subfamily=no_change,subfamily,44,44
gene=LYN|family=substitution:missense,family,44,20
gene=LYN|subfamily=missense,subfamily,44,20
gene=MET|family=substitution:no_change,family,44,27
gene=MET|subfamily=no_change,subfamily,44,27
gene=MTHFR|family=substitution:missense,family,44,31
gene=MTHFR|subfamily=missense,subfamily,44,31
gene=MYH2|aa_transition=E>K,aa_transition,44,15
gene=NCOA3|family=substitution:no_change,family,44,21
gene=NCOA3|subfamily=no_change,subfamily,44,21
gene=NOP14|family=substitution:missense,family,44,35
gene=NOP14|subfamily=missense,subfamily,44,35
gene=NPHP1|family=substitution:missense,family,44,25
gene=NPHP1|subfamily=missense,subfamily,44,25
gene=NRP2|family=substitution:no_change,family,44,27
gene=NRP2|subfamily=no_change,subfamily,44,27
gene=PDE4B|family=substitution:missense,family,44,39
gene=PDE4B|subfamily=missense,subfamily,44,39
gene=PIKFYVE|family=substitution:no_change,family,44,21
gene=PIKFYVE|subfamily=no_change,subfamily,44,21
gene=PRKCB|family=substitution:no_change,family,44,32
gene=PRKCB|subfamily=no_change,subfamily,44,32
gene=PRKCG|family=substitution:no_change,family,44,34
gene=PRKCG|subfamily=no_change,subfamily,44,34
gene=RABGAP1|family=substitution:missense,family,44,36
gene=RABGAP1|subfamily=missense,subfamily,44,36
gene=RPS6KA5|family=substitution:missense,family,44,24
gene=RPS6KA5|subfamily=missense,subfamily,44,24
gene=RXRG|family=substitution:missense,family,44,28
gene=RXRG|subfamily=missense,subfamily,44,28
gene=SAMD9|family=substitution:no_change,family,44,26
gene=SAMD9|subfamily=no_change,subfamily,44,26
gene=SDCCAG8|family=substitution:missense,family,44,26
gene=SDCCAG8|subfamily=missense,subfamily,44,26
gene=SERPINB2|family=substitution:missense,family,44,23
gene=SERPINB2|subfamily=missense,subfamily,44,23
gene=SLC38A1|family=substitution:missense,family,44,28
gene=SLC38A1|subfamily=missense,subfamily,44,28
gene=SLC4A4|family=substitution:no_change,family,44,21
gene=SLC4A4|subfamily=no_change,subfamily,44,21
gene=SLC5A5|family=substitution:missense,family,44,25
gene=SLC5A5|subfamily=missense,subfamily,44,25
gene=SLC6A14|family=substitution:missense,family,44,19
gene=SLC6A14|subfamily=missense,subfamily,44,19
gene=SPTBN2|family=substitution:no_change,family,44,41
gene=SPTBN2|subfamily=no_change,subfamily,44,41
gene=TFAP2B|family=substitution:missense,family,44,40
gene=TFAP2B|subfamily=missense,subfamily,44,40
gene=TGFBI|family=substitution:missense,family,44,28
gene=TGFBI|subfamily=missense,subfamily,44,28
gene=THEG|family=substitution:missense,family,44,39
gene=THEG|subfamily=missense,subfamily,44,39
gene=TRIM28|family=substitution:missense,family,44,41
gene=TRIM28|subfamily=missense,subfamily,44,41
gene=TRIM29|family=substitution:missense,family,44,27
gene=TRIM29|subfamily=missense,subfamily,44,27
gene=TYRO3|family=substitution:missense,family,44,36
gene=TYRO3|subfamily=missense,subfamily,44,36
gene=WIPF1|family=substitution:missense,family,44,35
gene=WIPF1|subfamily=missense,subfamily,44,35
gene=ZNF292|family=substitution:no_change,family,44,21
gene=ZNF292|subfamily=no_change,subfamily,44,21
gene=HSD17B4|family=substitution:missense,family,43,44
gene=HSD17B4|subfamily=missense,subfamily,43,44
gene=MSH5|family=substitution:missense,family,43,44
gene=MSH5|subfamily=missense,subfamily,43,44
gene=BMP6|family=substitution:missense,family,41,44
gene=BMP6|subfamily=missense,subfamily,41,44
gene=ERN1|family=substitution:missense,family,41,44
gene=ERN1|subfamily=missense,subfamily,41,44
gene=ABCG2|family=substitution:missense,family,37,44
gene=ABCG2|subfamily=missense,subfamily,37,44
gene=ACTN1|family=substitution:missense,family,37,44
gene=ACTN1|subfamily=missense,subfamily,37,44
gene=HDAC5|family=substitution:missense,family,36,44
gene=HDAC5|subfamily=missense,subfamily,36,44
gene=TMCC2|family=substitution:missense,family,36,44
gene=TMCC2|subfamily=missense,subfamily,36,44
gene=IL16|family=substitution:no_change,family,32,44
gene=IL16|subfamily=no_change,subfamily,32,44
gene=PER1|subfamily=no_change,subfamily,31,44
gene=PER1|family=substitution:no_change,family,30,44
gene=RANBP9|family=substitution:missense,family,28,44
gene=RANBP9|subfamily=missense,subfamily,28,44
gene=HRC|position_bin=201-300,position_bin,26,44
gene=SOX3|family=substitution:missense,family,25,44
gene=SOX3|subfamily=missense,subfamily,25,44
gene=CEL|family=substitution:no_change,family,22,44
gene=CEL|subfamily=no_change,subfamily,22,44
gene=MAGEE1|position_bin=301-400,position_bin,22,44
gene=IRS2|family=substitution:no_change,family,16,44
gene=IRS2|subfamily=no_change,subfamily,16,44
gene=SORBS2|position_bin=601-700,position_bin,15,44
gene=RXRA|family=substitution:no_change,family,12,44
gene=RXRA|subfamily=no_change,subfamily,12,44
gene=PALLD|position_bin=101-200,position_bin,8,44
gene=FGF2|position_bin=1-100,position_bin,7,44
gene=TUBGCP6|position_bin=1001-1100,position_bin,7,44
gene=NLGN2|aa_transition=F>V,aa_transition,1,44
gene=APC|frameshift_first_new_aa=N,frameshift_first_new_aa,0,44
gene=MFHAS1|aa_transition=E>A,aa_transition,0,44
gene=MUC1|aa_transition=N>T,aa_transition,0,44
gene=PABPC1|aa_transition=V>L,aa_transition,0,44
gene=RXRA|aa_transition=Q>P,aa_transition,0,44
gene=ANPEP|family=substitution:no_change,family,43,22
gene=ANPEP|subfamily=no_change,subfamily,43,22
gene=AP1G1|family=substitution:missense,family,43,35
gene=AP1G1|subfamily=missense,subfamily,43,35
gene=APLNR|family=substitution:missense,family,43,29
gene=APLNR|subfamily=missense,subfamily,43,29
gene=ARHGAP10|family=substitution:missense,family,43,31
gene=ARHGAP10|subfamily=missense,subfamily,43,31
gene=ATP6V0A1|family=substitution:missense,family,43,32
gene=ATP6V0A1|subfamily=missense,subfamily,43,32
gene=AVPR1A|family=substitution:missense,family,43,26
gene=AVPR1A|subfamily=missense,subfamily,43,26
gene=CNOT4|family=substitution:missense,family,43,23
gene=CNOT4|subfamily=missense,subfamily,43,23
gene=COPB2|family=substitution:missense,family,43,24
gene=COPB2|subfamily=missense,subfamily,43,24
gene=CYFIP2|family=substitution:no_change,family,43,29
gene=CYFIP2|subfamily=no_change,subfamily,43,29
gene=CYP46A1|family=substitution:missense,family,43,22
gene=CYP46A1|subfamily=missense,subfamily,43,22
gene=DLGAP5|family=substitution:missense,family,43,38
gene=DLGAP5|subfamily=missense,subfamily,43,38
gene=EEF2|family=substitution:missense,family,43,40
gene=EEF2|subfamily=missense,subfamily,43,40
gene=ESYT1|family=substitution:missense,family,43,37
gene=ESYT1|subfamily=missense,subfamily,43,37
gene=GATA3|position_bin=401-500,position_bin,43,13
gene=GRB7|family=substitution:missense,family,43,27
gene=GRB7|subfamily=missense,subfamily,43,27
gene=GRID2|family=substitution:no_change,family,43,23
gene=GRID2|subfamily=no_change,subfamily,43,23
gene=IKZF1|family=substitution:no_change,family,43,38
gene=IKZF1|subfamily=no_change,subfamily,43,38
gene=IKZF2|family=substitution:missense,family,43,27
gene=IKZF2|subfamily=missense,subfamily,43,27
gene=ITGA9|family=substitution:missense,family,43,32
gene=ITGA9|subfamily=missense,subfamily,43,32
gene=LAS1L|family=substitution:missense,family,43,26
gene=LAS1L|subfamily=missense,subfamily,43,26
gene=LCP1|family=substitution:missense,family,43,23
gene=LCP1|subfamily=missense,subfamily,43,23
gene=LIMA1|family=substitution:missense,family,43,25
gene=LIMA1|subfamily=missense,subfamily,43,25
gene=LPAR1|family=substitution:missense,family,43,20
gene=LPAR1|subfamily=missense,subfamily,43,20
gene=MOV10|family=substitution:missense,family,43,26
gene=MOV10|subfamily=missense,subfamily,43,26
gene=MPHOSPH10|family=substitution:missense,family,43,37
gene=MPHOSPH10|subfamily=missense,subfamily,43,37
gene=MTIF2|family=substitution:missense,family,43,28
gene=MTIF2|subfamily=missense,subfamily,43,28
gene=MYH1|aa_transition=E>K,aa_transition,43,7
gene=MYH4|aa_transition=E>K,aa_transition,43,5
gene=PCOLCE2|family=substitution:missense,family,43,27
gene=PCOLCE2|subfamily=missense,subfamily,43,27
gene=PGK2|family=substitution:no_change,family,43,10
gene=PGK2|subfamily=no_change,subfamily,43,10
gene=POLQ|family=substitution:no_change,family,43,21
gene=POLQ|subfamily=no_change,subfamily,43,21
gene=PRDM2|family=substitution:no_change,family,43,36
gene=PRDM2|subfamily=no_change,subfamily,43,36
gene=PTGS2|family=substitution:missense,family,43,28
gene=PTGS2|subfamily=missense,subfamily,43,28
gene=RAD21|family=substitution:missense,family,43,27
gene=RAD21|subfamily=missense,subfamily,43,27
gene=RASA2|family=substitution:missense,family,43,31
gene=RASA2|subfamily=missense,subfamily,43,31
gene=RHOA|family=substitution:missense,family,43,14
gene=RHOA|subfamily=missense,subfamily,43,14
gene=RPS6KA3|family=substitution:missense,family,43,19
gene=RPS6KA3|subfamily=missense,subfamily,43,19
gene=SLC27A5|family=substitution:missense,family,43,33
gene=SLC27A5|subfamily=missense,subfamily,43,33
gene=SOCS5|family=substitution:missense,family,43,16
gene=SOCS5|subfamily=missense,subfamily,43,16
gene=STAU1|family=substitution:missense,family,43,22
gene=STAU1|subfamily=missense,subfamily,43,22
gene=STEAP4|family=substitution:missense,family,43,23
gene=STEAP4|subfamily=missense,subfamily,43,23
gene=THBS3|family=substitution:missense,family,43,26
gene=THBS3|subfamily=missense,subfamily,43,26
gene=ZC3H14|family=substitution:missense,family,43,32
gene=ZC3H14|subfamily=missense,subfamily,43,32
gene=ZNF365|family=substitution:missense,family,43,32
gene=ZNF365|subfamily=missense,subfamily,43,32
gene=KCNMA1|family=substitution:no_change,family,41,43
gene=KCNMA1|subfamily=no_change,subfamily,41,43
gene=AGRN|family=substitution:no_change,family,35,43
gene=AGRN|subfamily=no_change,subfamily,35,43
gene=AGO2|family=substitution:no_change,family,33,43
gene=AGO2|subfamily=no_change,subfamily,33,43
gene=RRP12|family=substitution:no_change,family,33,43
gene=RRP12|subfamily=no_change,subfamily,33,43
gene=FZD2|family=substitution:missense,family,30,43
gene=FZD2|subfamily=missense,subfamily,30,43
gene=CAMKK2|family=substitution:missense,family,28,43
gene=CAMKK2|subfamily=missense,subfamily,28,43
gene=SOX10|family=substitution:missense,family,28,43
gene=SOX10|subfamily=missense,subfamily,28,43
gene=KIFC3|family=substitution:missense,family,27,43
gene=KIFC3|subfamily=missense,subfamily,27,43
gene=AMFR|family=substitution:missense,family,24,43
gene=AMFR|subfamily=missense,subfamily,24,43
gene=SLC19A1|family=substitution:missense,family,24,43
gene=SLC19A1|subfamily=missense,subfamily,24,43
gene=FTCD|family=substitution:missense,family,22,43
gene=FTCD|subfamily=missense,subfamily,22,43
gene=KMT2D|position_bin=701-800,position_bin,22,43
gene=KMT2D|aa_transition=P>P,aa_transition,21,43
gene=ADRA2C|family=substitution:missense,family,20,43
gene=ADRA2C|subfamily=missense,subfamily,20,43
gene=SYCP1|family=frameshift,family,17,43
gene=SYCP1|parse_status=partial,parse_status,17,43
gene=MAP3K11|family=substitution:no_change,family,15,43
gene=MAP3K11|subfamily=no_change,subfamily,15,43
gene=FETUB|position_bin=101-200,position_bin,14,43
gene=PGR|position_bin=301-400,position_bin,8,43
gene=CREBBP|position_bin=1801-1900,position_bin,7,43
gene=EFS|position_bin=301-400,position_bin,7,43
gene=KDM4B|position_bin=901-1000,position_bin,7,43
gene=NRXN2|position_bin=401-500,position_bin,6,43
gene=CFH|aa_transition=T>T,aa_transition,4,43
gene=ADGRL2|family=substitution:missense,family,0,43
gene=ADGRL2|subfamily=missense,subfamily,0,43
